Episode, (Transfer RGB), (Transfer RGBD), (Transfer RGB)/episode, (Transfer RGBD)/episode,,,,,,Episode, (Transfer RGB)/episode, (Transfer RGBD)/episode
669,5.56E+03,1.66E+04,1.00E+00,9.00E+00,,,,,,669,1,9
670,5.56E+03,1.66E+04,2.00E+00,2.00E+00,,,,,,670,2,2
671,5.56E+03,1.66E+04,2.00E+00,0.00E+00,,,,,,671,2,0
672,5.56E+03,1.66E+04,1.00E+00,1.20E+01,,,,,,672,1,12
673,5.56E+03,1.66E+04,0.00E+00,9.00E+00,,,,,,673,0,9
674,5.56E+03,1.66E+04,0.00E+00,1.80E+01,,,,,,674,0,18
675,5.56E+03,1.66E+04,0.00E+00,1.80E+01,,,,,,675,0,18
676,5.56E+03,1.67E+04,2.00E+00,1.90E+01,,,,,,676,2,19
677,5.56E+03,1.67E+04,1.00E+00,8.00E+00,,,,,,677,1,8
678,5.57E+03,1.67E+04,1.00E+00,0.00E+00,,,,,,678,1,0
679,5.57E+03,1.67E+04,0.00E+00,0.00E+00,,,,,,679,0,0
680,5.57E+03,1.67E+04,0.00E+00,0.00E+00,,,,,,680,0,0
681,5.57E+03,1.67E+04,0.00E+00,7.00E+00,,,,,,681,0,7
682,5.57E+03,1.67E+04,1.00E+00,0.00E+00,,,,,,682,1,0
683,5.57E+03,1.67E+04,1.00E+00,0.00E+00,,,,,,683,1,0
684,5.57E+03,1.67E+04,0.00E+00,0.00E+00,,,,,,684,0,0
685,5.57E+03,1.67E+04,0.00E+00,8.00E+00,,,,,,685,0,8
686,5.57E+03,1.67E+04,0.00E+00,1.60E+01,,,,,,686,0,16
687,5.57E+03,1.67E+04,1.00E+00,1.30E+01,,,,,,687,1,13
688,5.57E+03,1.67E+04,1.00E+00,1.50E+01,,,,,,688,1,15
689,5.57E+03,1.67E+04,0.00E+00,1.70E+01,,,,,,689,0,17
690,5.57E+03,1.68E+04,0.00E+00,1.40E+01,,,,,,690,0,14
691,5.57E+03,1.68E+04,0.00E+00,1.00E+01,,,,,,691,0,10
692,5.57E+03,1.68E+04,1.00E+00,2.00E+01,,,,,,692,1,20
693,5.57E+03,1.68E+04,1.00E+00,1.80E+01,,,,,,693,1,18
694,5.57E+03,1.68E+04,0.00E+00,1.60E+01,,,,,,694,0,16
695,5.57E+03,1.68E+04,1.00E+00,2.00E+00,,,,,,695,1,2
696,5.57E+03,1.68E+04,1.00E+00,0.00E+00,,,,,,696,1,0
697,5.57E+03,1.68E+04,1.00E+00,0.00E+00,,,,,,697,1,0
698,5.58E+03,1.68E+04,1.00E+00,2.00E+00,,,,,,698,1,2
699,5.58E+03,1.68E+04,0.00E+00,2.20E+01,,,,,,699,0,22
700,5.58E+03,1.69E+04,0.00E+00,1.20E+01,,,,,,700,0,12
701,5.58E+03,1.69E+04,1.00E+00,2.10E+01,,,,,,701,1,21
702,5.58E+03,1.69E+04,0.00E+00,2.00E+01,,,,,,702,0,20
703,5.58E+03,1.69E+04,1.00E+00,2.20E+01,,,,,,703,1,22
704,5.58E+03,1.69E+04,0.00E+00,7.00E+00,,,,,,704,0,7
705,5.58E+03,1.69E+04,0.00E+00,1.70E+01,,,,,,705,0,17
706,5.58E+03,1.70E+04,1.00E+00,1.70E+01,,,,,,706,1,17
707,5.58E+03,1.70E+04,1.00E+00,2.00E+01,,,,,,707,1,20
708,5.58E+03,1.70E+04,2.00E+00,2.40E+01,,,,,,708,2,24
709,5.58E+03,1.70E+04,0.00E+00,2.00E+01,,,,,,709,0,20
710,5.58E+03,1.70E+04,0.00E+00,1.60E+01,,,,,,710,0,16
711,5.58E+03,1.71E+04,0.00E+00,1.60E+01,,,,,,711,0,16
712,5.58E+03,1.71E+04,3.00E+00,2.50E+01,,,,,,712,3,25
713,5.59E+03,1.71E+04,2.00E+00,6.00E+00,,,,,,713,2,6
714,5.59E+03,1.71E+04,0.00E+00,0.00E+00,,,,,,714,0,0
715,5.59E+03,1.71E+04,0.00E+00,0.00E+00,,,,,,715,0,0
716,5.59E+03,1.71E+04,2.00E+00,1.80E+01,,,,,,716,2,18
717,5.59E+03,1.71E+04,4.00E+00,2.70E+01,,,,,,717,4,27
718,5.59E+03,1.72E+04,1.00E+00,3.00E+01,,,,,,718,1,30
719,5.59E+03,1.72E+04,0.00E+00,1.80E+01,,,,,,719,0,18
720,5.59E+03,1.72E+04,1.00E+00,2.50E+01,,,,,,720,1,25
721,5.60E+03,1.72E+04,3.00E+00,3.10E+01,,,,,,721,3,31
722,5.60E+03,1.73E+04,1.00E+00,2.40E+01,,,,,,722,1,24
723,5.60E+03,1.73E+04,0.00E+00,2.70E+01,,,,,,723,0,27
724,5.60E+03,1.73E+04,0.00E+00,1.00E+00,,,,,,724,0,1
725,5.60E+03,1.73E+04,2.00E+00,1.20E+01,,,,,,725,2,12
726,5.60E+03,1.73E+04,2.00E+00,2.40E+01,,,,,,726,2,24
727,5.60E+03,1.73E+04,0.00E+00,2.30E+01,,,,,,727,0,23
728,5.60E+03,1.74E+04,2.00E+00,1.70E+01,,,,,,728,2,17
729,5.61E+03,1.74E+04,1.00E+00,2.50E+01,,,,,,729,1,25
730,5.61E+03,1.74E+04,2.00E+00,1.90E+01,,,,,,730,2,19
731,5.61E+03,1.74E+04,2.00E+00,0.00E+00,,,,,,731,2,0
732,5.61E+03,1.74E+04,1.00E+00,0.00E+00,,,,,,732,1,0
733,5.61E+03,1.74E+04,3.00E+00,2.10E+01,,,,,,733,3,21
734,5.62E+03,1.74E+04,2.00E+00,2.10E+01,,,,,,734,2,21
735,5.62E+03,1.75E+04,3.00E+00,1.00E+01,,,,,,735,3,10
736,5.62E+03,1.75E+04,3.00E+00,2.10E+01,,,,,,736,3,21
737,5.62E+03,1.75E+04,2.00E+00,2.30E+01,,,,,,737,2,23
738,5.62E+03,1.75E+04,1.00E+00,2.30E+01,,,,,,738,1,23
739,5.63E+03,1.75E+04,3.00E+00,8.00E+00,,,,,,739,3,8
740,5.63E+03,1.75E+04,3.00E+00,0.00E+00,,,,,,740,3,0
741,5.63E+03,1.75E+04,3.00E+00,0.00E+00,,,,,,741,3,0
742,5.64E+03,1.75E+04,2.00E+00,5.00E+00,,,,,,742,2,5
743,5.64E+03,1.76E+04,1.00E+00,4.20E+01,,,,,,743,1,42
744,5.64E+03,1.76E+04,0.00E+00,2.70E+01,,,,,,744,0,27
745,5.64E+03,1.76E+04,2.00E+00,1.20E+01,,,,,,745,2,12
746,5.64E+03,1.76E+04,2.00E+00,1.50E+01,,,,,,746,2,15
747,5.64E+03,1.76E+04,1.00E+00,0.00E+00,,,,,,747,1,0
748,5.64E+03,1.77E+04,2.00E+00,1.70E+01,,,,,,748,2,17
749,5.65E+03,1.77E+04,2.00E+00,2.20E+01,,,,,,749,2,22
750,5.65E+03,1.77E+04,2.00E+00,2.60E+01,,,,,,750,2,26
751,5.65E+03,1.77E+04,3.00E+00,1.70E+01,,,,,,751,3,17
752,5.65E+03,1.77E+04,2.00E+00,1.70E+01,,,,,,752,2,17
753,5.65E+03,1.78E+04,2.00E+00,1.90E+01,,,,,,753,2,19
754,5.65E+03,1.78E+04,0.00E+00,4.00E+01,,,,,,754,0,40
755,5.66E+03,1.78E+04,2.00E+00,3.30E+01,,,,,,755,2,33
756,5.66E+03,1.78E+04,1.00E+00,1.40E+01,,,,,,756,1,14
757,5.66E+03,1.79E+04,3.00E+00,1.10E+01,,,,,,757,3,11
758,5.66E+03,1.79E+04,0.00E+00,3.20E+01,,,,,,758,0,32
759,5.66E+03,1.79E+04,0.00E+00,2.60E+01,,,,,,759,0,26
760,5.66E+03,1.79E+04,0.00E+00,2.30E+01,,,,,,760,0,23
761,5.66E+03,1.80E+04,2.00E+00,2.00E+01,,,,,,761,2,20
762,5.66E+03,1.80E+04,2.00E+00,2.00E+01,,,,,,762,2,20
763,5.67E+03,1.80E+04,3.00E+00,1.80E+01,,,,,,763,3,18
764,5.67E+03,1.80E+04,3.00E+00,2.30E+01,,,,,,764,3,23
765,5.67E+03,1.80E+04,3.00E+00,2.20E+01,,,,,,765,3,22
766,5.67E+03,1.81E+04,0.00E+00,1.70E+01,,,,,,766,0,17
767,5.67E+03,1.81E+04,1.00E+00,3.10E+01,,,,,,767,1,31
768,5.68E+03,1.81E+04,1.00E+00,1.70E+01,,,,,,768,1,17
769,5.68E+03,1.81E+04,3.00E+00,2.20E+01,,,,,,769,3,22
770,5.68E+03,1.81E+04,2.00E+00,1.70E+01,,,,,,770,2,17
771,5.68E+03,1.81E+04,1.00E+00,1.00E+01,,,,,,771,1,10
772,5.68E+03,1.82E+04,2.00E+00,2.10E+01,,,,,,772,2,21
773,5.69E+03,1.82E+04,2.00E+00,3.00E+01,,,,,,773,2,30
774,5.69E+03,1.82E+04,2.00E+00,2.30E+01,,,,,,774,2,23
775,5.69E+03,1.82E+04,1.00E+00,1.80E+01,,,,,,775,1,18
776,5.69E+03,1.83E+04,0.00E+00,1.00E+01,,,,,,776,0,10
777,5.69E+03,1.83E+04,0.00E+00,2.30E+01,,,,,,777,0,23
778,5.69E+03,1.83E+04,1.00E+00,2.90E+01,,,,,,778,1,29
779,5.69E+03,1.83E+04,1.00E+00,2.00E+01,,,,,,779,1,20
780,5.69E+03,1.83E+04,1.00E+00,1.00E+01,,,,,,780,1,10
781,5.69E+03,1.84E+04,1.00E+00,2.80E+01,,,,,,781,1,28
782,5.69E+03,1.84E+04,2.00E+00,1.40E+01,,,,,,782,2,14
783,5.70E+03,1.84E+04,2.00E+00,1.80E+01,,,,,,783,2,18
784,5.70E+03,1.84E+04,2.00E+00,1.70E+01,,,,,,784,2,17
785,5.70E+03,1.84E+04,2.00E+00,1.30E+01,,,,,,785,2,13
786,5.70E+03,1.84E+04,0.00E+00,2.20E+01,,,,,,786,0,22
787,5.70E+03,1.85E+04,0.00E+00,2.00E+01,,,,,,787,0,20
788,5.70E+03,1.85E+04,0.00E+00,2.00E+01,,,,,,788,0,20
789,5.70E+03,1.85E+04,1.00E+00,2.70E+01,,,,,,789,1,27
790,5.70E+03,1.85E+04,0.00E+00,2.30E+01,,,,,,790,0,23
791,5.70E+03,1.85E+04,0.00E+00,3.00E+00,,,,,,791,0,3
792,5.70E+03,1.85E+04,0.00E+00,6.00E+00,,,,,,792,0,6
793,5.70E+03,1.86E+04,1.00E+00,1.20E+01,,,,,,793,1,12
794,5.70E+03,1.86E+04,2.00E+00,2.00E+01,,,,,,794,2,20
795,5.71E+03,1.86E+04,1.00E+00,8.00E+00,,,,,,795,1,8
796,5.71E+03,1.86E+04,1.00E+00,1.20E+01,,,,,,796,1,12
797,5.71E+03,1.86E+04,2.00E+00,1.50E+01,,,,,,797,2,15
798,5.71E+03,1.86E+04,1.00E+00,1.40E+01,,,,,,798,1,14
799,5.71E+03,1.86E+04,0.00E+00,1.50E+01,,,,,,799,0,15
800,5.71E+03,1.86E+04,0.00E+00,7.00E+00,,,,,,800,0,7
801,5.71E+03,1.86E+04,0.00E+00,0.00E+00,,,,,,801,0,0
802,5.71E+03,1.86E+04,1.00E+00,0.00E+00,,,,,,802,1,0
803,5.71E+03,1.86E+04,1.00E+00,0.00E+00,,,,,,803,1,0
804,5.71E+03,1.87E+04,1.00E+00,1.70E+01,,,,,,804,1,17
805,5.71E+03,1.87E+04,0.00E+00,3.20E+01,,,,,,805,0,32
806,5.71E+03,1.87E+04,0.00E+00,2.80E+01,,,,,,806,0,28
807,5.71E+03,1.87E+04,1.00E+00,2.10E+01,,,,,,807,1,21
808,5.71E+03,1.88E+04,0.00E+00,8.00E+00,,,,,,808,0,8
809,5.71E+03,1.88E+04,0.00E+00,0.00E+00,,,,,,809,0,0
810,5.71E+03,1.88E+04,0.00E+00,0.00E+00,,,,,,810,0,0
811,5.71E+03,1.88E+04,1.00E+00,0.00E+00,,,,,,811,1,0
812,5.72E+03,1.88E+04,1.00E+00,2.10E+01,,,,,,812,1,21
813,5.72E+03,1.88E+04,0.00E+00,9.00E+00,,,,,,813,0,9
814,5.72E+03,1.88E+04,0.00E+00,1.20E+01,,,,,,814,0,12
815,5.72E+03,1.88E+04,0.00E+00,1.50E+01,,,,,,815,0,15
816,5.72E+03,1.88E+04,2.00E+00,1.60E+01,,,,,,816,2,16
817,5.72E+03,1.89E+04,0.00E+00,2.80E+01,,,,,,817,0,28
818,5.72E+03,1.89E+04,0.00E+00,2.00E+01,,,,,,818,0,20
819,5.72E+03,1.89E+04,0.00E+00,5.00E+00,,,,,,819,0,5
820,5.72E+03,1.89E+04,2.00E+00,5.00E+00,,,,,,820,2,5
821,5.72E+03,1.89E+04,0.00E+00,1.30E+01,,,,,,821,0,13
822,5.72E+03,1.89E+04,0.00E+00,2.40E+01,,,,,,822,0,24
823,5.72E+03,1.89E+04,0.00E+00,1.90E+01,,,,,,823,0,19
824,5.72E+03,1.90E+04,1.00E+00,1.50E+01,,,,,,824,1,15
825,5.72E+03,1.90E+04,1.00E+00,1.50E+01,,,,,,825,1,15
826,5.72E+03,1.90E+04,1.00E+00,7.00E+00,,,,,,826,1,7
827,5.72E+03,1.90E+04,0.00E+00,3.40E+01,,,,,,827,0,34
828,5.72E+03,1.90E+04,0.00E+00,3.10E+01,,,,,,828,0,31
829,5.72E+03,1.91E+04,0.00E+00,2.20E+01,,,,,,829,0,22
830,5.72E+03,1.91E+04,1.00E+00,1.80E+01,,,,,,830,1,18
831,5.73E+03,1.91E+04,2.00E+00,1.70E+01,,,,,,831,2,17
832,5.73E+03,1.91E+04,1.00E+00,1.00E+01,,,,,,832,1,10
833,5.73E+03,1.91E+04,2.00E+00,2.00E+01,,,,,,833,2,20
834,5.73E+03,1.91E+04,0.00E+00,5.00E+00,,,,,,834,0,5
835,5.73E+03,1.91E+04,0.00E+00,1.20E+01,,,,,,835,0,12
836,5.73E+03,1.92E+04,0.00E+00,1.00E+01,,,,,,836,0,10
837,5.73E+03,1.92E+04,1.00E+00,6.00E+00,,,,,,837,1,6
838,5.73E+03,1.92E+04,1.00E+00,1.60E+01,,,,,,838,1,16
839,5.73E+03,1.92E+04,1.00E+00,2.00E+00,,,,,,839,1,2
840,5.73E+03,1.92E+04,0.00E+00,2.30E+01,,,,,,840,0,23
841,5.73E+03,1.92E+04,0.00E+00,2.10E+01,,,,,,841,0,21
842,5.73E+03,1.92E+04,0.00E+00,2.40E+01,,,,,,842,0,24
843,5.73E+03,1.93E+04,1.00E+00,5.00E+00,,,,,,843,1,5
844,5.73E+03,1.93E+04,0.00E+00,1.70E+01,,,,,,844,0,17
845,5.73E+03,1.93E+04,0.00E+00,4.80E+01,,,,,,845,0,48
846,5.73E+03,1.93E+04,2.00E+00,1.80E+01,,,,,,846,2,18
847,5.73E+03,1.94E+04,0.00E+00,1.60E+01,,,,,,847,0,16
848,5.73E+03,1.94E+04,0.00E+00,1.80E+01,,,,,,848,0,18
849,5.73E+03,1.94E+04,0.00E+00,1.50E+01,,,,,,849,0,15
850,5.74E+03,1.94E+04,1.00E+00,1.20E+01,,,,,,850,1,12
851,5.74E+03,1.94E+04,1.00E+00,1.40E+01,,,,,,851,1,14
852,5.74E+03,1.94E+04,1.00E+00,7.00E+00,,,,,,852,1,7
853,5.74E+03,1.94E+04,0.00E+00,0.00E+00,,,,,,853,0,0
854,5.74E+03,1.94E+04,0.00E+00,3.00E+00,,,,,,854,0,3
855,5.74E+03,1.95E+04,0.00E+00,2.90E+01,,,,,,855,0,29
856,5.74E+03,1.95E+04,1.00E+00,2.20E+01,,,,,,856,1,22
857,5.74E+03,1.95E+04,2.00E+00,2.80E+01,,,,,,857,2,28
858,5.74E+03,1.95E+04,3.00E+00,2.50E+01,,,,,,858,3,25
859,5.75E+03,1.96E+04,3.00E+00,3.20E+01,,,,,,859,3,32
860,5.75E+03,1.96E+04,4.00E+00,1.70E+01,,,,,,860,4,17
861,5.75E+03,1.96E+04,4.00E+00,8.00E+00,,,,,,861,4,8
862,5.76E+03,1.96E+04,2.00E+00,3.50E+01,,,,,,862,2,35
863,5.76E+03,1.96E+04,3.00E+00,3.20E+01,,,,,,863,3,32
864,5.76E+03,1.97E+04,1.00E+00,1.70E+01,,,,,,864,1,17
865,5.76E+03,1.97E+04,0.00E+00,1.70E+01,,,,,,865,0,17
866,5.76E+03,1.97E+04,2.00E+00,1.10E+01,,,,,,866,2,11
867,5.76E+03,1.97E+04,1.00E+00,2.10E+01,,,,,,867,1,21
868,5.77E+03,1.97E+04,3.00E+00,1.80E+01,,,,,,868,3,18
869,5.77E+03,1.97E+04,3.00E+00,2.00E+00,,,,,,869,3,2
870,5.77E+03,1.97E+04,1.00E+00,0.00E+00,,,,,,870,1,0
871,5.77E+03,1.98E+04,4.00E+00,1.50E+01,,,,,,871,4,15
872,5.78E+03,1.98E+04,2.00E+00,1.90E+01,,,,,,872,2,19
873,5.78E+03,1.98E+04,1.00E+00,1.80E+01,,,,,,873,1,18
874,5.78E+03,1.98E+04,2.00E+00,3.20E+01,,,,,,874,2,32
875,5.78E+03,1.99E+04,3.00E+00,8.60E+01,,,,,,875,3,86
876,5.79E+03,2.00E+04,3.00E+00,7.50E+01,,,,,,876,3,75
877,5.79E+03,2.01E+04,0.00E+00,7.90E+01,,,,,,877,0,79
878,5.79E+03,2.01E+04,0.00E+00,8.20E+01,,,,,,878,0,82
879,5.79E+03,2.02E+04,0.00E+00,8.60E+01,,,,,,879,0,86
880,5.79E+03,2.03E+04,2.00E+00,8.20E+01,,,,,,880,2,82
881,5.79E+03,2.04E+04,2.00E+00,9.30E+01,,,,,,881,2,93
882,5.79E+03,2.05E+04,2.00E+00,9.20E+01,,,,,,882,2,92
883,5.79E+03,2.06E+04,2.00E+00,7.90E+01,,,,,,883,2,79
884,5.79E+03,2.07E+04,1.00E+00,8.60E+01,,,,,,884,1,86
885,5.80E+03,2.07E+04,4.00E+00,8.20E+01,,,,,,885,4,82
886,5.80E+03,2.08E+04,1.00E+00,8.70E+01,,,,,,886,1,87
887,5.80E+03,2.09E+04,2.00E+00,8.10E+01,,,,,,887,2,81
888,5.80E+03,2.10E+04,2.00E+00,8.30E+01,,,,,,888,2,83
889,5.81E+03,2.11E+04,2.00E+00,7.90E+01,,,,,,889,2,79
890,5.81E+03,2.11E+04,2.00E+00,7.40E+01,,,,,,890,2,74
891,5.81E+03,2.12E+04,3.00E+00,7.40E+01,,,,,,891,3,74
892,5.81E+03,2.13E+04,3.00E+00,8.30E+01,,,,,,892,3,83
893,5.82E+03,2.14E+04,2.00E+00,7.70E+01,,,,,,893,2,77
894,5.82E+03,2.15E+04,3.00E+00,7.30E+01,,,,,,894,3,73
895,5.82E+03,2.15E+04,2.00E+00,7.70E+01,,,,,,895,2,77
896,5.82E+03,2.16E+04,1.00E+00,7.10E+01,,,,,,896,1,71
897,5.83E+03,2.17E+04,4.00E+00,8.40E+01,,,,,,897,4,84
898,5.83E+03,2.18E+04,4.00E+00,7.20E+01,,,,,,898,4,72
899,5.83E+03,2.18E+04,2.00E+00,7.70E+01,,,,,,899,2,77
900,5.84E+03,2.19E+04,4.00E+00,8.40E+01,,,,,,900,4,84
901,5.84E+03,2.20E+04,2.00E+00,7.40E+01,,,,,,901,2,74
902,5.84E+03,2.21E+04,2.00E+00,6.60E+01,,,,,,902,2,66
903,5.84E+03,2.21E+04,3.00E+00,6.80E+01,,,,,,903,3,68
904,5.84E+03,2.22E+04,2.00E+00,7.10E+01,,,,,,904,2,71
905,5.85E+03,2.23E+04,3.00E+00,7.20E+01,,,,,,905,3,72
906,5.85E+03,2.23E+04,2.00E+00,7.50E+01,,,,,,906,2,75
907,5.85E+03,2.24E+04,3.00E+00,7.00E+01,,,,,,907,3,70
908,5.85E+03,2.25E+04,2.00E+00,6.90E+01,,,,,,908,2,69
909,5.86E+03,2.25E+04,4.00E+00,6.30E+01,,,,,,909,4,63
910,5.86E+03,2.26E+04,1.00E+00,6.80E+01,,,,,,910,1,68
911,5.86E+03,2.27E+04,2.00E+00,5.90E+01,,,,,,911,2,59
912,5.86E+03,2.27E+04,3.00E+00,6.60E+01,,,,,,912,3,66
913,5.87E+03,2.28E+04,3.00E+00,6.90E+01,,,,,,913,3,69
914,5.87E+03,2.29E+04,4.00E+00,6.30E+01,,,,,,914,4,63
915,5.88E+03,2.30E+04,4.00E+00,8.10E+01,,,,,,915,4,81
916,5.88E+03,2.30E+04,2.00E+00,6.70E+01,,,,,,916,2,67
917,5.88E+03,2.31E+04,4.00E+00,6.20E+01,,,,,,917,4,62
918,5.88E+03,2.31E+04,3.00E+00,6.20E+01,,,,,,918,3,62
919,5.89E+03,2.32E+04,3.00E+00,6.70E+01,,,,,,919,3,67
920,5.89E+03,2.33E+04,3.00E+00,7.60E+01,,,,,,920,3,76
921,5.89E+03,2.33E+04,2.00E+00,6.10E+01,,,,,,921,2,61
922,5.89E+03,2.34E+04,1.00E+00,6.10E+01,,,,,,922,1,61
923,5.89E+03,2.35E+04,0.00E+00,6.90E+01,,,,,,923,0,69
924,5.89E+03,2.35E+04,0.00E+00,5.70E+01,,,,,,924,0,57
925,5.89E+03,2.36E+04,0.00E+00,6.70E+01,,,,,,925,0,67
926,5.90E+03,2.37E+04,2.00E+00,5.70E+01,,,,,,926,2,57
927,5.90E+03,2.37E+04,3.00E+00,6.20E+01,,,,,,927,3,62
928,5.90E+03,2.38E+04,3.00E+00,7.70E+01,,,,,,928,3,77
929,5.90E+03,2.39E+04,2.00E+00,6.90E+01,,,,,,929,2,69
930,5.91E+03,2.39E+04,2.00E+00,5.20E+01,,,,,,930,2,52
931,5.91E+03,2.40E+04,2.00E+00,5.40E+01,,,,,,931,2,54
932,5.91E+03,2.40E+04,2.00E+00,5.10E+01,,,,,,932,2,51
933,5.91E+03,2.41E+04,2.00E+00,5.70E+01,,,,,,933,2,57
934,5.91E+03,2.41E+04,0.00E+00,5.90E+01,,,,,,934,0,59
935,5.91E+03,2.42E+04,2.00E+00,5.80E+01,,,,,,935,2,58
936,5.92E+03,2.43E+04,4.00E+00,6.80E+01,,,,,,936,4,68
937,5.92E+03,2.43E+04,2.00E+00,5.80E+01,,,,,,937,2,58
938,5.92E+03,2.44E+04,3.00E+00,6.30E+01,,,,,,938,3,63
939,5.92E+03,2.44E+04,2.00E+00,6.30E+01,,,,,,939,2,63
940,5.93E+03,2.45E+04,3.00E+00,6.00E+01,,,,,,940,3,60
941,5.93E+03,2.46E+04,1.00E+00,6.40E+01,,,,,,941,1,64
942,5.93E+03,2.46E+04,1.00E+00,6.80E+01,,,,,,942,1,68
943,5.93E+03,2.47E+04,0.00E+00,7.10E+01,,,,,,943,0,71
944,5.93E+03,2.48E+04,0.00E+00,6.60E+01,,,,,,944,0,66
945,5.93E+03,2.48E+04,0.00E+00,2.90E+01,,,,,,945,0,29
946,5.93E+03,2.48E+04,1.00E+00,7.00E+00,,,,,,946,1,7
947,5.93E+03,2.48E+04,0.00E+00,9.00E+00,,,,,,947,0,9
948,5.93E+03,2.48E+04,0.00E+00,0.00E+00,,,,,,948,0,0
949,5.93E+03,2.48E+04,0.00E+00,8.00E+00,,,,,,949,0,8
950,5.93E+03,2.48E+04,3.00E+00,6.00E+00,,,,,,950,3,6
951,5.93E+03,2.48E+04,0.00E+00,0.00E+00,,,,,,951,0,0
952,5.93E+03,2.48E+04,0.00E+00,0.00E+00,,,,,,952,0,0
953,5.93E+03,2.48E+04,1.00E+00,0.00E+00,,,,,,953,1,0
954,5.93E+03,2.48E+04,0.00E+00,1.00E+00,,,,,,954,0,1
955,5.93E+03,2.48E+04,0.00E+00,0.00E+00,,,,,,955,0,0
956,5.93E+03,2.48E+04,0.00E+00,0.00E+00,,,,,,956,0,0
957,5.94E+03,2.48E+04,1.00E+00,0.00E+00,,,,,,957,1,0
958,5.94E+03,2.48E+04,0.00E+00,1.00E+00,,,,,,958,0,1
959,5.94E+03,2.48E+04,0.00E+00,0.00E+00,,,,,,959,0,0
960,5.94E+03,2.48E+04,0.00E+00,2.00E+00,,,,,,960,0,2
961,5.94E+03,2.48E+04,1.00E+00,2.00E+00,,,,,,961,1,2
962,5.94E+03,2.48E+04,0.00E+00,0.00E+00,,,,,,962,0,0
963,5.94E+03,2.48E+04,0.00E+00,0.00E+00,,,,,,963,0,0
964,5.94E+03,2.48E+04,0.00E+00,0.00E+00,,,,,,964,0,0
965,5.94E+03,2.48E+04,1.00E+00,1.00E+00,,,,,,965,1,1
966,5.94E+03,2.49E+04,0.00E+00,9.00E+00,,,,,,966,0,9
967,5.94E+03,2.49E+04,0.00E+00,1.00E+00,,,,,,967,0,1
968,5.94E+03,2.49E+04,1.00E+00,0.00E+00,,,,,,968,1,0
969,5.94E+03,2.49E+04,0.00E+00,0.00E+00,,,,,,969,0,0
970,5.94E+03,2.49E+04,0.00E+00,1.00E+01,,,,,,970,0,10
971,5.94E+03,2.49E+04,0.00E+00,7.00E+00,,,,,,971,0,7
972,5.94E+03,2.49E+04,2.00E+00,0.00E+00,,,,,,972,2,0
973,5.94E+03,2.49E+04,0.00E+00,2.00E+00,,,,,,973,0,2
974,5.94E+03,2.49E+04,1.00E+00,9.00E+00,,,,,,974,1,9
975,5.94E+03,2.49E+04,1.00E+00,1.20E+01,,,,,,975,1,12
976,5.94E+03,2.49E+04,1.00E+00,9.00E+00,,,,,,976,1,9
977,5.95E+03,2.49E+04,2.00E+00,5.00E+00,,,,,,977,2,5
978,5.95E+03,2.49E+04,0.00E+00,1.40E+01,,,,,,978,0,14
979,5.95E+03,2.49E+04,0.00E+00,1.70E+01,,,,,,979,0,17
980,5.95E+03,2.49E+04,0.00E+00,1.00E+01,,,,,,980,0,10
981,5.95E+03,2.50E+04,1.00E+00,1.40E+01,,,,,,981,1,14
982,5.95E+03,2.50E+04,0.00E+00,9.00E+00,,,,,,982,0,9
983,5.95E+03,2.50E+04,0.00E+00,2.00E+01,,,,,,983,0,20
984,5.95E+03,2.50E+04,0.00E+00,1.60E+01,,,,,,984,0,16
985,5.95E+03,2.50E+04,2.00E+00,4.00E+00,,,,,,985,2,4
986,5.95E+03,2.50E+04,0.00E+00,5.00E+00,,,,,,986,0,5
987,5.95E+03,2.50E+04,0.00E+00,9.00E+00,,,,,,987,0,9
988,5.95E+03,2.50E+04,0.00E+00,6.00E+00,,,,,,988,0,6
989,5.95E+03,2.50E+04,1.00E+00,3.00E+00,,,,,,989,1,3
990,5.95E+03,2.50E+04,0.00E+00,0.00E+00,,,,,,990,0,0
991,5.95E+03,2.50E+04,1.00E+00,0.00E+00,,,,,,991,1,0
992,5.95E+03,2.50E+04,0.00E+00,0.00E+00,,,,,,992,0,0
993,5.95E+03,2.50E+04,0.00E+00,7.00E+00,,,,,,993,0,7
994,5.95E+03,2.51E+04,0.00E+00,2.10E+01,,,,,,994,0,21
995,5.95E+03,2.51E+04,1.00E+00,0.00E+00,,,,,,995,1,0
996,5.95E+03,2.51E+04,0.00E+00,0.00E+00,,,,,,996,0,0
997,5.95E+03,2.51E+04,1.00E+00,0.00E+00,,,,,,997,1,0
998,5.95E+03,2.51E+04,0.00E+00,3.00E+00,,,,,,998,0,3
999,5.95E+03,2.51E+04,0.00E+00,4.00E+00,,,,,,999,0,4
1000,5.95E+03,2.51E+04,1.00E+00,0.00E+00,,,,,,1000,1,0
